x,y
2022-01-12 17:52:47.810553,29.768622795460487
2022-01-12 17:52:47.836117,29.768622795460487
2022-01-12 17:52:47.858332,28.737177983203193
2022-01-12 17:52:47.879536,28.737177983203193
2022-01-12 17:52:47.901022,28.737177983203193
2022-01-12 17:52:47.923778,28.637083368189565
2022-01-12 17:52:47.945439,28.637083368189565
2022-01-12 17:52:47.966429,28.637083368189565
2022-01-12 17:52:47.987813,27.689668605031333
2022-01-12 17:52:48.009875,27.689668605031333
2022-01-12 17:52:48.031837,27.689668605031333
2022-01-12 17:52:48.053194,26.7422366790546
2022-01-12 17:52:48.074214,26.7422366790546
2022-01-12 17:52:48.095387,26.7422366790546
2022-01-12 17:52:48.116535,26.7422366790546
2022-01-12 17:52:48.138425,26.7422366790546
2022-01-12 17:52:48.159738,26.7422366790546
2022-01-12 17:52:48.180672,26.63944747226924
2022-01-12 17:52:48.202182,26.63944747226924
2022-01-12 17:52:48.224807,26.63944747226924
2022-01-12 17:52:48.246255,25.984301435964312
2022-01-12 17:52:48.267743,25.984301435964312
2022-01-12 17:52:48.289869,25.984301435964312
2022-01-12 17:52:48.311035,24.263745012530762
2022-01-12 17:52:48.333412,24.263745012530762
2022-01-12 17:52:48.354791,24.263745012530762
2022-01-12 17:52:48.375737,23.639887126046347
2022-01-12 17:52:48.396826,23.639887126046347
2022-01-12 17:52:48.418279,23.639887126046347
2022-01-12 17:52:48.440231,23.623805393410862
2022-01-12 17:52:48.461563,23.623805393410862
2022-01-12 17:52:48.482577,23.623805393410862
2022-01-12 17:52:48.504238,22.89178628136733
2022-01-12 17:52:48.526457,22.89178628136733
2022-01-12 17:52:48.547746,22.89178628136733
2022-01-12 17:52:48.569085,22.89178628136733
2022-01-12 17:52:48.592446,22.89178628136733
2022-01-12 17:52:48.613907,22.89178628136733
2022-01-12 17:52:48.637169,22.53872620750849
2022-01-12 17:52:48.658444,22.53872620750849
2022-01-12 17:52:48.679385,22.53872620750849
2022-01-12 17:52:48.700756,22.53872620750849
2022-01-12 17:52:48.725773,22.89178628136733
2022-01-12 17:52:48.747095,22.89178628136733
2022-01-12 17:52:48.768010,22.53872620750849
2022-01-12 17:52:48.789366,22.53872620750849
2022-01-12 17:52:48.811424,22.53872620750849
2022-01-12 17:52:48.832595,21.954205916620367
2022-01-12 17:52:48.853574,21.954205916620367
2022-01-12 17:52:48.875198,21.954205916620367
2022-01-12 17:52:48.897359,21.954205916620367
2022-01-12 17:52:48.918492,21.954205916620367
2022-01-12 17:52:48.939591,21.954205916620367
2022-01-12 17:52:48.960707,21.954205916620367
2022-01-12 17:52:48.982773,20.77169237988789
2022-01-12 17:52:49.004137,20.77169237988789
2022-01-12 17:52:49.025329,20.77169237988789
2022-01-12 17:52:49.046418,20.77169237988789
2022-01-12 17:52:49.067678,20.77169237988789
2022-01-12 17:52:49.088989,20.77169237988789
2022-01-12 17:52:49.111139,21.954205916620367
2022-01-12 17:52:49.132176,21.954205916620367
2022-01-12 17:52:49.153546,21.954205916620367
2022-01-12 17:52:49.175872,20.77169237988789
2022-01-12 17:52:49.197260,20.77169237988789
2022-01-12 17:52:49.218234,20.77169237988789
2022-01-12 17:52:49.239313,20.545569854044174
2022-01-12 17:52:49.260852,20.545569854044174
2022-01-12 17:52:49.283124,20.545569854044174
2022-01-12 17:52:49.304434,20.144264590083708
2022-01-12 17:52:49.325556,20.144264590083708
2022-01-12 17:52:49.347067,20.144264590083708
2022-01-12 17:52:49.370729,19.768875453267583
2022-01-12 17:52:49.392018,19.768875453267583
2022-01-12 17:52:49.413309,19.768875453267583
2022-01-12 17:52:49.435193,19.69021742489349
2022-01-12 17:52:49.457813,19.69021742489349
2022-01-12 17:52:49.479169,19.69021742489349
2022-01-12 17:52:49.500522,18.29501998968533
2022-01-12 17:52:49.521904,18.29501998968533
2022-01-12 17:52:49.544004,18.29501998968533
2022-01-12 17:52:49.566036,16.647749577803324
2022-01-12 17:52:49.587026,16.647749577803324
2022-01-12 17:52:49.608091,16.647749577803324
2022-01-12 17:52:49.630057,15.62526385240926
2022-01-12 17:52:49.652018,15.62526385240926
2022-01-12 17:52:49.673266,15.62526385240926
2022-01-12 17:52:49.694233,15.565364981721471
2022-01-12 17:52:49.716115,15.565364981721471
2022-01-12 17:52:49.738653,15.565364981721471
2022-01-12 17:52:49.761486,15.565364981721471
2022-01-12 17:52:49.782780,15.565364981721471
2022-01-12 17:52:49.804262,13.999464350852579
2022-01-12 17:52:49.825594,13.999464350852579
2022-01-12 17:52:49.847284,13.999464350852579
2022-01-12 17:52:49.868920,12.729368024519772
2022-01-12 17:52:49.890534,12.729368024519772
2022-01-12 17:52:49.911939,12.729368024519772
2022-01-12 17:52:49.933085,11.935699416741159
2022-01-12 17:52:49.954465,11.935699416741159
2022-01-12 17:52:49.975644,11.935699416741159
2022-01-12 17:52:49.996879,10.840785830476305
2022-01-12 17:52:50.019154,10.840785830476305
2022-01-12 17:52:50.040540,10.840785830476305
2022-01-12 17:52:50.061473,10.14631936139358
2022-01-12 17:52:50.082922,10.14631936139358
